LDNA (nm)	j (index)	j stdev	Force (pN)	fstdev
2.725000E+3	2.648943E+3	2.458997E-1	1.664389E+1	7.336605E-3
2.726000E+3	2.648944E+3	2.440968E-1	1.667285E+1	7.307852E-3
2.727000E+3	2.648944E+3	2.423026E-1	1.670190E+1	7.279101E-3
2.728000E+3	2.648945E+3	2.405172E-1	1.673104E+1	7.250350E-3
2.729000E+3	2.648946E+3	2.387405E-1	1.676027E+1	7.221600E-3
2.730000E+3	2.648947E+3	2.369725E-1	1.678959E+1	7.192849E-3
2.731000E+3	2.648947E+3	2.352130E-1	1.681900E+1	7.164097E-3
2.732000E+3	2.648948E+3	2.334622E-1	1.684850E+1	7.135344E-3
2.733000E+3	2.648949E+3	2.317198E-1	1.687809E+1	7.106588E-3
2.734000E+3	2.648949E+3	2.299860E-1	1.690778E+1	7.077830E-3
2.735000E+3	2.648950E+3	2.282606E-1	1.693755E+1	7.049070E-3
2.736000E+3	2.648951E+3	2.265436E-1	1.696742E+1	7.020306E-3
2.737000E+3	2.648952E+3	2.248350E-1	1.699739E+1	6.991538E-3
2.738000E+3	2.648952E+3	2.231347E-1	1.702744E+1	6.962766E-3
2.739000E+3	2.648953E+3	2.214427E-1	1.705759E+1	6.933990E-3
2.740000E+3	2.648954E+3	2.197590E-1	1.708783E+1	6.905209E-3
2.741000E+3	2.648954E+3	2.180835E-1	1.711817E+1	6.876423E-3
2.742000E+3	2.648955E+3	2.164161E-1	1.714860E+1	6.847632E-3
2.743000E+3	2.648956E+3	2.147570E-1	1.717913E+1	6.818835E-3
2.744000E+3	2.648957E+3	2.131059E-1	1.720975E+1	6.790032E-3
2.745000E+3	2.648957E+3	2.114629E-1	1.724047E+1	6.761223E-3
2.746000E+3	2.648958E+3	2.098280E-1	1.727129E+1	6.732408E-3
2.747000E+3	2.648958E+3	2.082012E-1	1.730220E+1	6.703587E-3
2.748000E+3	2.648959E+3	2.065823E-1	1.733321E+1	6.674759E-3
2.749000E+3	2.648959E+3	2.049714E-1	1.736432E+1	6.645924E-3
2.750000E+3	2.648960E+3	2.033685E-1	1.739553E+1	6.617083E-3
2.751000E+3	2.648961E+3	2.017734E-1	1.742683E+1	6.588235E-3
2.752000E+3	2.648961E+3	2.001863E-1	1.745823E+1	6.559379E-3
2.753000E+3	2.648962E+3	1.986070E-1	1.748973E+1	6.530517E-3
2.754000E+3	2.648963E+3	1.970355E-1	1.752134E+1	6.501648E-3
2.755000E+3	2.648963E+3	1.954719E-1	1.755304E+1	6.472771E-3
2.756000E+3	2.648964E+3	1.939160E-1	1.758484E+1	6.443887E-3
2.757000E+3	2.648964E+3	1.923679E-1	1.761674E+1	6.414996E-3
2.758000E+3	2.648965E+3	1.908275E-1	1.764874E+1	6.386098E-3
2.759000E+3	2.648965E+3	1.892949E-1	1.768085E+1	6.357193E-3
2.760000E+3	2.648966E+3	1.877699E-1	1.771306E+1	6.328281E-3
2.761000E+3	2.648966E+3	1.862526E-1	1.774537E+1	6.299362E-3
2.762000E+3	2.648967E+3	1.847430E-1	1.777778E+1	6.270436E-3
2.763000E+3	2.648968E+3	1.832409E-1	1.781030E+1	6.241503E-3
2.764000E+3	2.648968E+3	1.817465E-1	1.784291E+1	6.212563E-3
2.765000E+3	2.648969E+3	1.802597E-1	1.787564E+1	6.183617E-3
2.766000E+3	2.648969E+3	1.787804E-1	1.790847E+1	6.154664E-3
2.767000E+3	2.648969E+3	1.773086E-1	1.794140E+1	6.125705E-3
2.768000E+3	2.648970E+3	1.758444E-1	1.797444E+1	6.096740E-3
2.769000E+3	2.648970E+3	1.743876E-1	1.800758E+1	6.067769E-3
2.770000E+3	2.648971E+3	1.729384E-1	1.804083E+1	6.038792E-3
2.771000E+3	2.648971E+3	1.714966E-1	1.807419E+1	6.009810E-3
2.772000E+3	2.648972E+3	1.700623E-1	1.810766E+1	5.980822E-3
2.773000E+3	2.648972E+3	1.686354E-1	1.814123E+1	5.951830E-3
2.774000E+3	2.648973E+3	1.672159E-1	1.817491E+1	5.922832E-3
2.775000E+3	2.648973E+3	1.658037E-1	1.820870E+1	5.893830E-3
2.776000E+3	2.648974E+3	1.643990E-1	1.824260E+1	5.864823E-3
2.777000E+3	2.648974E+3	1.630016E-1	1.827660E+1	5.835813E-3
2.778000E+3	2.648975E+3	1.616116E-1	1.831072E+1	5.806799E-3
2.779000E+3	2.648975E+3	1.602288E-1	1.834495E+1	5.777781E-3
2.780000E+3	2.648975E+3	1.588534E-1	1.837929E+1	5.748760E-3
2.781000E+3	2.648976E+3	1.574853E-1	1.841373E+1	5.719737E-3
2.782000E+3	2.648976E+3	1.561244E-1	1.844830E+1	5.690712E-3
2.783000E+3	2.648977E+3	1.547709E-1	1.848297E+1	5.661684E-3
2.784000E+3	2.648977E+3	1.534245E-1	1.851775E+1	5.632655E-3
2.785000E+3	2.648977E+3	1.520854E-1	1.855265E+1	5.603625E-3
2.786000E+3	2.648978E+3	1.507535E-1	1.858767E+1	5.574593E-3
2.787000E+3	2.648978E+3	1.494288E-1	1.862279E+1	5.545562E-3
2.788000E+3	2.648979E+3	1.481113E-1	1.865803E+1	5.516530E-3
2.789000E+3	2.648979E+3	1.468010E-1	1.869339E+1	5.487499E-3
2.790000E+3	2.648979E+3	1.454978E-1	1.872886E+1	5.458469E-3
2.791000E+3	2.648979E+3	1.442018E-1	1.876444E+1	5.429441E-3
2.792000E+3	2.648980E+3	1.429129E-1	1.880015E+1	5.400414E-3
2.793000E+3	2.648980E+3	1.416311E-1	1.883597E+1	5.371389E-3
2.794000E+3	2.648981E+3	1.403565E-1	1.887190E+1	5.342368E-3
2.795000E+3	2.648981E+3	1.390889E-1	1.890796E+1	5.313350E-3
2.796000E+3	2.648981E+3	1.378284E-1	1.894413E+1	5.284336E-3
2.797000E+3	2.648982E+3	1.365750E-1	1.898042E+1	5.255327E-3
2.798000E+3	2.648982E+3	1.353286E-1	1.901683E+1	5.226323E-3
2.799000E+3	2.648982E+3	1.340892E-1	1.905336E+1	5.197324E-3
