LDNA (nm)	j (index)	j stdev	Force (pN)	fstdev
6.990000E+2	7.002186E+2	3.404677E+0	1.457612E+1	2.918016E-1
7.000000E+2	7.006478E+2	3.470797E+0	1.462589E+1	2.989612E-1
7.010000E+2	7.010981E+2	3.547895E+0	1.467412E+1	3.072528E-1
7.020000E+2	7.015723E+2	3.630118E+0	1.472051E+1	3.161842E-1
7.030000E+2	7.020720E+2	3.711216E+0	1.476486E+1	3.251984E-1
7.040000E+2	7.025970E+2	3.785313E+0	1.480712E+1	3.337384E-1
7.050000E+2	7.031453E+2	3.847867E+0	1.484741E+1	3.413302E-1
7.060000E+2	7.037137E+2	3.896852E+0	1.488596E+1	3.476855E-1
7.070000E+2	7.042986E+2	3.934161E+0	1.492311E+1	3.528231E-1
7.080000E+2	7.048970E+2	3.967339E+0	1.495910E+1	3.572122E-1
7.090000E+2	7.055089E+2	4.012136E+0	1.499401E+1	3.619611E-1
7.100000E+2	7.061403E+2	4.097745E+0	1.502740E+1	3.691518E-1
7.110000E+2	7.068085E+2	4.279850E+0	1.505794E+1	3.826325E-1
7.120000E+2	7.075558E+2	4.672148E+0	1.508234E+1	4.100026E-1
7.130000E+2	7.084843E+2	5.504048E+0	1.509274E+1	4.667314E-1
7.140000E+2	7.098481E+2	7.162520E+0	1.506987E+1	5.805660E-1
7.150000E+2	7.122602E+2	1.005569E+1	1.496761E+1	7.837484E-1
7.160000E+2	7.169005E+2	1.399426E+1	1.469739E+1	1.066035E+0
7.170000E+2	7.247278E+2	1.705646E+1	1.418655E+1	1.286637E+0
7.180000E+2	7.339036E+2	1.644402E+1	1.357114E+1	1.236403E+0
7.190000E+2	7.406934E+2	1.265335E+1	1.313052E+1	9.503368E-1
7.200000E+2	7.442089E+2	8.552285E+0	1.293288E+1	6.414580E-1
7.210000E+2	7.457359E+2	5.539328E+0	1.288352E+1	4.140843E-1
7.220000E+2	7.463737E+2	3.622279E+0	1.290084E+1	2.687313E-1
7.230000E+2	7.466520E+2	2.474791E+0	1.294545E+1	1.809176E-1
7.240000E+2	7.467868E+2	1.817342E+0	1.300129E+1	1.298277E-1
7.250000E+2	7.468632E+2	1.459382E+0	1.306203E+1	1.015062E-1
7.260000E+2	7.469152E+2	1.275340E+0	1.312516E+1	8.681532E-2
7.270000E+2	7.469568E+2	1.186078E+0	1.318966E+1	7.981958E-2
7.280000E+2	7.469940E+2	1.146375E+0	1.325506E+1	7.694467E-2
7.290000E+2	7.470297E+2	1.132824E+0	1.332119E+1	7.625641E-2
7.300000E+2	7.470652E+2	1.134011E+0	1.338793E+1	7.678945E-2
7.310000E+2	7.471014E+2	1.144476E+0	1.345524E+1	7.808083E-2
7.320000E+2	7.471388E+2	1.161579E+0	1.352307E+1	7.991084E-2
7.330000E+2	7.471780E+2	1.184003E+0	1.359141E+1	8.217493E-2
7.340000E+2	7.472192E+2	1.211065E+0	1.366022E+1	8.482359E-2
7.350000E+2	7.472629E+2	1.242399E+0	1.372949E+1	8.783448E-2
7.360000E+2	7.473096E+2	1.277802E+0	1.379918E+1	9.119920E-2
7.370000E+2	7.473597E+2	1.317157E+0	1.386926E+1	9.491688E-2
7.380000E+2	7.474136E+2	1.360396E+0	1.393971E+1	9.899069E-2
7.390000E+2	7.474719E+2	1.407467E+0	1.401047E+1	1.034257E-1
7.400000E+2	7.475352E+2	1.458322E+0	1.408151E+1	1.082275E-1
7.410000E+2	7.476039E+2	1.512897E+0	1.415278E+1	1.134005E-1
7.420000E+2	7.476788E+2	1.571096E+0	1.422422E+1	1.189471E-1
7.430000E+2	7.477607E+2	1.632780E+0	1.429578E+1	1.248660E-1
7.440000E+2	7.478502E+2	1.697743E+0	1.436738E+1	1.311508E-1
7.450000E+2	7.479481E+2	1.765704E+0	1.443895E+1	1.377884E-1
7.460000E+2	7.480554E+2	1.836291E+0	1.451042E+1	1.447576E-1
7.470000E+2	7.481727E+2	1.909030E+0	1.458171E+1	1.520279E-1
7.480000E+2	7.483009E+2	1.983348E+0	1.465272E+1	1.595582E-1
7.490000E+2	7.484408E+2	2.058587E+0	1.472338E+1	1.672977E-1
7.500000E+2	7.485932E+2	2.134044E+0	1.479360E+1	1.751878E-1
7.510000E+2	7.487586E+2	2.209063E+0	1.486330E+1	1.831677E-1
7.520000E+2	7.489377E+2	2.283191E+0	1.493242E+1	1.911853E-1
7.530000E+2	7.491309E+2	2.356468E+0	1.500088E+1	1.992180E-1
7.540000E+2	7.493387E+2	2.429940E+0	1.506862E+1	2.073096E-1
7.550000E+2	7.495620E+2	2.506628E+0	1.513554E+1	2.156383E-1
7.560000E+2	7.498023E+2	2.593425E+0	1.520149E+1	2.246501E-1
7.570000E+2	7.500630E+2	2.705107E+0	1.526618E+1	2.353312E-1
7.580000E+2	7.503519E+2	2.872994E+0	1.532898E+1	2.497957E-1
7.590000E+2	7.506868E+2	3.162928E+0	1.538848E+1	2.725394E-1
7.600000E+2	7.511102E+2	3.706772E+0	1.544134E+1	3.128193E-1
7.610000E+2	7.517267E+2	4.738209E+0	1.547943E+1	3.878787E-1
7.620000E+2	7.527972E+2	6.591242E+0	1.548256E+1	5.238003E-1
7.630000E+2	7.549318E+2	9.560957E+0	1.540362E+1	7.449129E-1
7.640000E+2	7.592466E+2	1.336259E+1	1.515613E+1	1.031229E+0
7.650000E+2	7.665452E+2	1.616636E+1	1.467654E+1	1.243190E+0
7.660000E+2	7.750283E+2	1.554408E+1	1.410108E+1	1.192941E+0
7.670000E+2	7.813472E+2	1.212036E+1	1.368767E+1	9.259517E-1
7.680000E+2	7.847479E+2	8.516986E+0	1.349652E+1	6.431085E-1
7.690000E+2	7.863712E+2	5.991693E+0	1.344140E+1	4.421250E-1
7.700000E+2	7.871926E+2	4.529272E+0	1.344781E+1	3.232998E-1
7.710000E+2	7.876862E+2	3.780414E+0	1.347954E+1	2.609830E-1
7.720000E+2	7.880489E+2	3.442018E+0	1.352158E+1	2.319458E-1
7.730000E+2	7.883627E+2	3.333434E+0	1.356778E+1	2.213567E-1
7.740000E+2	7.886669E+2	3.375304E+0	1.361528E+1	2.219116E-1
7.750000E+2	7.889879E+2	3.554524E+0	1.366227E+1	2.313896E-1
7.760000E+2	7.893542E+2	3.903363E+0	1.370692E+1	2.509303E-1
7.770000E+2	7.898101E+2	4.489676E+0	1.374652E+1	2.842377E-1
7.780000E+2	7.904321E+2	5.406384E+0	1.377640E+1	3.369606E-1
7.790000E+2	7.913569E+2	6.748189E+0	1.378821E+1	4.153000E-1
7.800000E+2	7.928128E+2	8.559319E+0	1.376793E+1	5.227178E-1
7.810000E+2	7.951258E+2	1.072746E+1	1.369531E+1	6.532804E-1
7.820000E+2	7.986035E+2	1.283342E+1	1.355071E+1	7.821901E-1
7.830000E+2	8.032067E+2	1.413149E+1	1.333509E+1	8.640056E-1
7.840000E+2	8.082432E+2	1.396332E+1	1.308950E+1	8.573773E-1
7.850000E+2	8.126772E+2	1.237321E+1	1.287725E+1	7.631893E-1
7.860000E+2	8.158885E+2	1.006762E+1	1.273759E+1	6.234705E-1
7.870000E+2	8.179117E+2	7.776005E+0	1.266985E+1	4.828244E-1
7.880000E+2	8.190919E+2	5.878068E+0	1.265380E+1	3.650571E-1
7.890000E+2	8.197646E+2	4.457478E+0	1.266925E+1	2.758964E-1
7.900000E+2	8.201560E+2	3.459966E+0	1.270246E+1	2.124902E-1
7.910000E+2	8.203971E+2	2.792663E+0	1.274538E+1	1.695105E-1
7.920000E+2	8.205588E+2	2.364537E+0	1.279364E+1	1.416465E-1
7.930000E+2	8.206785E+2	2.099378E+0	1.284494E+1	1.243602E-1
7.940000E+2	8.207758E+2	1.939432E+0	1.289807E+1	1.140899E-1
7.950000E+2	8.208608E+2	1.844829E+0	1.295237E+1	1.082710E-1
7.960000E+2	8.209395E+2	1.790184E+0	1.300751E+1	1.052093E-1
7.970000E+2	8.210149E+2	1.760207E+0	1.306329E+1	1.038583E-1
7.980000E+2	8.210889E+2	1.745925E+0	1.311959E+1	1.035970E-1
7.990000E+2	8.211627E+2	1.742073E+0	1.317635E+1	1.040611E-1
8.000000E+2	8.212371E+2	1.745496E+0	1.323352E+1	1.050346E-1
8.010000E+2	8.213127E+2	1.754242E+0	1.329105E+1	1.063860E-1
8.020000E+2	8.213901E+2	1.767058E+0	1.334894E+1	1.080325E-1
8.030000E+2	8.214694E+2	1.783126E+0	1.340715E+1	1.099206E-1
8.040000E+2	8.215511E+2	1.801928E+0	1.346567E+1	1.120164E-1
8.050000E+2	8.216355E+2	1.823182E+0	1.352447E+1	1.143007E-1
8.060000E+2	8.217229E+2	1.846835E+0	1.358354E+1	1.167681E-1
8.070000E+2	8.218135E+2	1.873091E+0	1.364287E+1	1.194282E-1
8.080000E+2	8.219079E+2	1.902467E+0	1.370241E+1	1.223093E-1
8.090000E+2	8.220063E+2	1.935910E+0	1.376216E+1	1.254652E-1
8.100000E+2	8.221094E+2	1.974949E+0	1.382206E+1	1.289851E-1
8.110000E+2	8.222180E+2	2.021927E+0	1.388207E+1	1.330081E-1
8.120000E+2	8.223333E+2	2.080298E+0	1.394210E+1	1.377437E-1
8.130000E+2	8.224570E+2	2.155012E+0	1.400204E+1	1.434975E-1
8.140000E+2	8.225918E+2	2.252923E+0	1.406173E+1	1.507036E-1
8.150000E+2	8.227415E+2	2.383175E+0	1.412088E+1	1.599558E-1
8.160000E+2	8.229120E+2	2.557372E+0	1.417912E+1	1.720317E-1
8.170000E+2	8.231120E+2	2.789350E+0	1.423585E+1	1.878924E-1
8.180000E+2	8.233545E+2	3.094275E+0	1.429018E+1	2.086370E-1
8.190000E+2	8.236584E+2	3.486839E+0	1.434079E+1	2.353893E-1
8.200000E+2	8.240504E+2	3.978202E+0	1.438583E+1	2.690891E-1
8.210000E+2	8.245667E+2	4.571173E+0	1.442271E+1	3.101497E-1
8.220000E+2	8.252523E+2	5.253052E+0	1.444818E+1	3.579423E-1
8.230000E+2	8.261567E+2	5.986438E+0	1.445859E+1	4.101188E-1
8.240000E+2	8.273196E+2	6.701078E+0	1.445080E+1	4.619784E-1
8.250000E+2	8.287490E+2	7.294513E+0	1.442380E+1	5.064105E-1
8.260000E+2	8.303959E+2	7.651651E+0	1.438048E+1	5.351609E-1
8.270000E+2	8.321471E+2	7.684881E+0	1.432841E+1	5.416112E-1
8.280000E+2	8.338506E+2	7.375511E+0	1.427817E+1	5.238016E-1
8.290000E+2	8.353679E+2	6.785514E+0	1.423974E+1	4.854845E-1
8.300000E+2	8.366182E+2	6.029024E+0	1.421931E+1	4.343182E-1
8.310000E+2	8.375876E+2	5.226727E+0	1.421839E+1	3.787116E-1
8.320000E+2	8.383102E+2	4.473260E+0	1.423504E+1	3.254541E-1
8.330000E+2	8.388399E+2	3.827576E+0	1.426571E+1	2.789320E-1
8.340000E+2	8.392318E+2	3.318244E+0	1.430669E+1	2.414345E-1
8.350000E+2	8.395319E+2	2.952623E+0	1.435477E+1	2.137806E-1
8.360000E+2	8.397760E+2	2.724151E+0	1.440747E+1	1.958225E-1
8.370000E+2	8.399903E+2	2.617499E+0	1.446288E+1	1.867623E-1
8.380000E+2	8.401945E+2	2.613462E+0	1.451961E+1	1.854244E-1
8.390000E+2	8.404040E+2	2.693970E+0	1.457651E+1	1.905769E-1
8.400000E+2	8.406321E+2	2.845761E+0	1.463260E+1	2.012256E-1
8.410000E+2	8.408920E+2	3.061738E+0	1.468692E+1	2.167729E-1
8.420000E+2	8.411980E+2	3.340415E+0	1.473839E+1	2.370252E-1
8.430000E+2	8.415677E+2	3.684252E+0	1.478569E+1	2.620963E-1
8.440000E+2	8.420229E+2	4.097190E+0	1.482720E+1	2.922390E-1
8.450000E+2	8.425911E+2	4.581143E+0	1.486084E+1	3.275954E-1
8.460000E+2	8.433054E+2	5.131024E+0	1.488412E+1	3.678383E-1
8.470000E+2	8.442022E+2	5.728270E+0	1.489426E+1	4.116940E-1
8.480000E+2	8.453137E+2	6.334182E+0	1.488871E+1	4.564398E-1
8.490000E+2	8.466553E+2	6.886853E+0	1.486610E+1	4.976417E-1
8.500000E+2	8.482095E+2	7.307622E+0	1.482744E+1	5.295719E-1
8.510000E+2	8.499134E+2	7.521209E+0	1.477705E+1	5.466290E-1
8.520000E+2	8.516647E+2	7.484725E+0	1.472224E+1	5.454407E-1
8.530000E+2	8.533477E+2	7.209816E+0	1.467146E+1	5.265082E-1
8.540000E+2	8.548699E+2	6.763587E+0	1.463171E+1	4.942944E-1
8.550000E+2	8.561860E+2	6.251447E+0	1.460661E+1	4.559002E-1
8.560000E+2	8.573040E+2	5.801003E+0	1.459607E+1	4.196784E-1
8.570000E+2	8.582771E+2	5.562179E+0	1.459674E+1	3.950273E-1
8.580000E+2	8.592014E+2	5.713768E+0	1.460244E+1	3.931774E-1
8.590000E+2	8.602281E+2	6.439591E+0	1.460341E+1	4.266764E-1
8.600000E+2	8.615986E+2	7.861670E+0	1.458424E+1	5.051097E-1
8.610000E+2	8.636856E+2	9.959383E+0	1.452122E+1	6.282691E-1
8.620000E+2	8.669661E+2	1.244048E+1	1.438403E+1	7.773398E-1
8.630000E+2	8.717515E+2	1.458826E+1	1.415271E+1	9.059714E-1
8.640000E+2	8.776635E+2	1.546703E+1	1.385068E+1	9.538038E-1
8.650000E+2	8.835540E+2	1.472490E+1	1.355003E+1	8.975721E-1
8.660000E+2	8.883907E+2	1.300018E+1	1.331569E+1	7.776493E-1
8.670000E+2	8.919494E+2	1.119876E+1	1.316158E+1	6.531907E-1
8.680000E+2	8.945327E+2	9.768771E+0	1.306814E+1	5.554883E-1
8.690000E+2	8.964899E+2	8.706297E+0	1.301283E+1	4.860061E-1
8.700000E+2	8.980425E+2	7.856498E+0	1.298129E+1	4.344192E-1
8.710000E+2	8.993026E+2	7.099036E+0	1.296622E+1	3.914807E-1
8.720000E+2	9.003269E+2	6.382618E+0	1.296411E+1	3.524166E-1
8.730000E+2	9.011521E+2	5.700470E+0	1.297286E+1	3.157601E-1
8.740000E+2	9.018096E+2	5.063189E+0	1.299080E+1	2.815840E-1
8.750000E+2	9.023290E+2	4.483028E+0	1.301642E+1	2.503719E-1
8.760000E+2	9.027380E+2	3.967691E+0	1.304829E+1	2.225114E-1
8.770000E+2	9.030604E+2	3.519325E+0	1.308517E+1	1.981505E-1
8.780000E+2	9.033163E+2	3.135611E+0	1.312600E+1	1.772134E-1
8.790000E+2	9.035215E+2	2.811329E+0	1.316997E+1	1.594660E-1
8.800000E+2	9.036884E+2	2.539734E+0	1.321640E+1	1.445826E-1
8.810000E+2	9.038262E+2	2.313562E+0	1.326481E+1	1.321984E-1
8.820000E+2	9.039421E+2	2.125704E+0	1.331481E+1	1.219460E-1
8.830000E+2	9.040413E+2	1.969598E+0	1.336614E+1	1.134784E-1
8.840000E+2	9.041276E+2	1.839443E+0	1.341858E+1	1.064826E-1
8.850000E+2	9.042038E+2	1.730273E+0	1.347199E+1	1.006854E-1
8.860000E+2	9.042721E+2	1.637946E+0	1.352625E+1	9.585550E-2
8.870000E+2	9.043341E+2	1.559080E+0	1.358128E+1	9.180105E-2
8.880000E+2	9.043910E+2	1.490963E+0	1.363702E+1	8.836624E-2
8.890000E+2	9.044436E+2	1.431446E+0	1.369343E+1	8.542641E-2
8.900000E+2	9.044927E+2	1.378851E+0	1.375047E+1	8.288322E-2
8.910000E+2	9.045388E+2	1.331876E+0	1.380812E+1	8.065992E-2
8.920000E+2	9.045823E+2	1.289518E+0	1.386637E+1	7.869724E-2
8.930000E+2	9.046235E+2	1.251014E+0	1.392520E+1	7.694983E-2
8.940000E+2	9.046627E+2	1.215780E+0	1.398460E+1	7.538334E-2
8.950000E+2	9.047001E+2	1.183379E+0	1.404457E+1	7.397208E-2
8.960000E+2	9.047360E+2	1.153483E+0	1.410510E+1	7.269716E-2
8.970000E+2	9.047705E+2	1.125852E+0	1.416619E+1	7.154504E-2
8.980000E+2	9.048037E+2	1.100313E+0	1.422784E+1	7.050651E-2
8.990000E+2	9.048358E+2	1.076747E+0	1.429004E+1	6.957573E-2
9.000000E+2	9.048668E+2	1.055078E+0	1.435280E+1	6.874976E-2
9.010000E+2	9.048970E+2	1.035264E+0	1.441611E+1	6.802791E-2
9.020000E+2	9.049263E+2	1.017300E+0	1.447998E+1	6.741183E-2
9.030000E+2	9.049550E+2	1.001204E+0	1.454440E+1	6.690512E-2
9.040000E+2	9.049832E+2	9.870291E-1	1.460938E+1	6.651345E-2
9.050000E+2	9.050107E+2	9.748555E-1	1.467491E+1	6.624471E-2
9.060000E+2	9.050380E+2	9.648022E-1	1.474099E+1	6.610942E-2
9.070000E+2	9.050651E+2	9.570332E-1	1.480762E+1	6.612135E-2
9.080000E+2	9.050920E+2	9.517713E-1	1.487481E+1	6.629845E-2
9.090000E+2	9.051189E+2	9.493176E-1	1.494253E+1	6.666425E-2
9.100000E+2	9.051461E+2	9.500795E-1	1.501080E+1	6.724983E-2
9.110000E+2	9.051736E+2	9.546088E-1	1.507960E+1	6.809665E-2
9.120000E+2	9.052018E+2	9.636548E-1	1.514892E+1	6.926045E-2
9.130000E+2	9.052310E+2	9.782343E-1	1.521874E+1	7.081647E-2
9.140000E+2	9.052615E+2	9.997228E-1	1.528905E+1	7.286658E-2
9.150000E+2	9.052938E+2	1.029968E+0	1.535980E+1	7.554827E-2
9.160000E+2	9.053287E+2	1.071426E+0	1.543095E+1	7.904584E-2
9.170000E+2	9.053671E+2	1.127308E+0	1.550244E+1	8.360349E-2
9.180000E+2	9.054105E+2	1.201742E+0	1.557416E+1	8.953964E-2
9.190000E+2	9.054608E+2	1.299911E+0	1.564597E+1	9.726143E-2
9.200000E+2	9.055208E+2	1.428189E+0	1.571764E+1	1.072782E-1
9.210000E+2	9.055948E+2	1.594244E+0	1.578886E+1	1.202130E-1
9.220000E+2	9.056890E+2	1.807131E+0	1.585914E+1	1.368118E-1
9.230000E+2	9.058124E+2	2.077367E+0	1.592777E+1	1.579488E-1
9.240000E+2	9.059786E+2	2.416955E+0	1.599368E+1	1.846238E-1
9.250000E+2	9.062072E+2	2.839252E+0	1.605529E+1	2.179411E-1
9.260000E+2	9.065269E+2	3.358568E+0	1.611029E+1	2.590525E-1
9.270000E+2	9.069789E+2	3.989313E+0	1.615536E+1	3.090405E-1
9.280000E+2	9.076206E+2	4.744690E+0	1.618587E+1	3.687232E-1
9.290000E+2	9.085295E+2	5.635118E+0	1.619557E+1	4.383813E-1
9.300000E+2	9.098060E+2	6.666474E+0	1.617658E+1	5.174446E-1
9.310000E+2	9.115715E+2	7.835933E+0	1.611964E+1	6.041039E-1
9.320000E+2	9.139601E+2	9.116636E+0	1.601520E+1	6.944867E-1
9.330000E+2	9.170861E+2	1.041803E+1	1.585608E+1	7.806655E-1
9.340000E+2	9.209672E+2	1.153598E+1	1.564302E+1	8.481787E-1
9.350000E+2	9.254112E+2	1.217620E+1	1.539203E+1	8.780906E-1
9.360000E+2	9.299840E+2	1.212454E+1	1.513538E+1	8.582664E-1
9.370000E+2	9.341841E+2	1.142799E+1	1.490846E+1	7.948254E-1
9.380000E+2	9.376949E+2	1.035347E+1	1.473229E+1	7.083549E-1
9.390000E+2	9.404610E+2	9.180058E+0	1.460918E+1	6.191742E-1
9.400000E+2	9.425835E+2	8.066943E+0	1.453078E+1	5.382625E-1
9.410000E+2	9.442004E+2	7.062449E+0	1.448674E+1	4.681652E-1
9.420000E+2	9.454302E+2	6.164296E+0	1.446853E+1	4.075891E-1
9.430000E+2	9.463634E+2	5.361227E+0	1.446993E+1	3.546882E-1
9.440000E+2	9.470684E+2	4.646595E+0	1.448636E+1	3.082184E-1
9.450000E+2	9.475987E+2	4.017846E+0	1.451439E+1	2.675281E-1
9.460000E+2	9.479969E+2	3.473185E+0	1.455131E+1	2.322592E-1
9.470000E+2	9.482966E+2	3.009535E+0	1.459502E+1	2.021220E-1
9.480000E+2	9.485237E+2	2.622117E+0	1.464387E+1	1.767980E-1
9.490000E+2	9.486982E+2	2.304864E+0	1.469660E+1	1.559245E-1
9.500000E+2	9.488351E+2	2.051022E+0	1.475227E+1	1.391106E-1
9.510000E+2	9.489454E+2	1.853633E+0	1.481016E+1	1.259567E-1
9.520000E+2	9.490371E+2	1.705823E+0	1.486976E+1	1.160678E-1
9.530000E+2	9.491165E+2	1.600967E+0	1.493068E+1	1.090594E-1
9.540000E+2	9.491879E+2	1.532826E+0	1.499262E+1	1.045631E-1
9.550000E+2	9.492547E+2	1.495702E+0	1.505536E+1	1.022345E-1
9.560000E+2	9.493196E+2	1.484596E+0	1.511871E+1	1.017639E-1
9.570000E+2	9.493849E+2	1.495337E+0	1.518255E+1	1.028865E-1
9.580000E+2	9.494522E+2	1.524619E+0	1.524673E+1	1.053887E-1
9.590000E+2	9.495234E+2	1.569969E+0	1.531114E+1	1.091098E-1
9.600000E+2	9.496000E+2	1.629658E+0	1.537566E+1	1.139378E-1
9.610000E+2	9.496838E+2	1.702590E+0	1.544018E+1	1.198045E-1
9.620000E+2	9.497764E+2	1.788208E+0	1.550454E+1	1.266791E-1
9.630000E+2	9.498798E+2	1.886429E+0	1.556861E+1	1.345640E-1
9.640000E+2	9.499964E+2	1.997637E+0	1.563221E+1	1.434936E-1
9.650000E+2	9.501286E+2	2.122767E+0	1.569513E+1	1.535386E-1
9.660000E+2	9.502797E+2	2.263557E+0	1.575713E+1	1.648201E-1
9.670000E+2	9.504534E+2	2.423103E+0	1.581790E+1	1.775420E-1
9.680000E+2	9.506548E+2	2.607054E+0	1.587704E+1	1.920620E-1
9.690000E+2	9.508909E+2	2.826095E+0	1.593401E+1	2.090388E-1
9.700000E+2	9.511725E+2	3.101000E+0	1.598800E+1	2.297385E-1
9.710000E+2	9.515179E+2	3.472332E+0	1.603767E+1	2.566360E-1
9.720000E+2	9.519621E+2	4.016703E+0	1.608053E+1	2.944792E-1
9.730000E+2	9.525767E+2	4.866693E+0	1.611159E+1	3.517370E-1
9.740000E+2	9.535134E+2	6.216269E+0	1.612036E+1	4.413319E-1
9.750000E+2	9.550854E+2	8.265460E+0	1.608536E+1	5.772997E-1
9.760000E+2	9.578533E+2	1.101619E+1	1.596805E+1	7.608321E-1
9.770000E+2	9.624815E+2	1.384972E+1	1.572253E+1	9.508888E-1
9.780000E+2	9.689177E+2	1.532376E+1	1.535136E+1	1.049568E+0
9.790000E+2	9.755756E+2	1.433436E+1	1.496211E+1	9.808976E-1
9.800000E+2	9.805950E+2	1.157828E+1	1.468230E+1	7.914773E-1
9.810000E+2	9.835827E+2	8.574726E+0	1.453994E+1	5.848417E-1
9.820000E+2	9.851594E+2	6.160458E+0	1.449346E+1	4.184967E-1
9.830000E+2	9.859698E+2	4.454946E+0	1.449925E+1	3.009289E-1
9.840000E+2	9.863998E+2	3.308701E+0	1.453114E+1	2.220290E-1
9.850000E+2	9.866428E+2	2.546668E+0	1.457602E+1	1.697693E-1
9.860000E+2	9.867907E+2	2.036024E+0	1.462768E+1	1.349376E-1
9.870000E+2	9.868881E+2	1.688860E+0	1.468315E+1	1.114002E-1
9.880000E+2	9.869569E+2	1.449788E+0	1.474095E+1	9.529316E-2
9.890000E+2	9.870091E+2	1.283996E+0	1.480030E+1	8.420588E-2
9.900000E+2	9.870510E+2	1.169013E+0	1.486078E+1	7.660037E-2
9.910000E+2	9.870867E+2	1.089776E+0	1.492214E+1	7.145610E-2
9.920000E+2	9.871183E+2	1.035880E+0	1.498424E+1	6.807049E-2
9.930000E+2	9.871475E+2	1.000041E+0	1.504697E+1	6.594983E-2
9.940000E+2	9.871751E+2	9.771740E-1	1.511028E+1	6.474637E-2
9.950000E+2	9.872020E+2	9.637726E-1	1.517413E+1	6.421812E-2
9.960000E+2	9.872285E+2	9.574713E-1	1.523848E+1	6.420032E-2
9.970000E+2	9.872549E+2	9.567205E-1	1.530333E+1	6.458443E-2
9.980000E+2	9.872817E+2	9.605547E-1	1.536865E+1	6.530276E-2
9.990000E+2	9.873091E+2	9.684331E-1	1.543443E+1	6.631766E-2
1.000000E+3	9.873372E+2	9.801387E-1	1.550066E+1	6.761453E-2
1.001000E+3	9.873665E+2	9.957252E-1	1.556733E+1	6.919798E-2
1.002000E+3	9.873969E+2	1.015511E+0	1.563442E+1	7.109111E-2
1.003000E+3	9.874291E+2	1.040127E+0	1.570190E+1	7.333825E-2
1.004000E+3	9.874633E+2	1.070633E+0	1.576977E+1	7.601229E-2
1.005000E+3	9.874999E+2	1.108754E+0	1.583798E+1	7.922955E-2
1.006000E+3	9.875399E+2	1.157302E+0	1.590648E+1	8.317698E-2
1.007000E+3	9.875841E+2	1.220935E+0	1.597520E+1	8.816089E-2
1.008000E+3	9.876343E+2	1.307439E+0	1.604404E+1	9.469196E-2
1.009000E+3	9.876931E+2	1.429882E+0	1.611278E+1	1.036291E-1
1.010000E+3	9.877654E+2	1.610022E+0	1.618110E+1	1.164136E-1
1.011000E+3	9.878604E+2	1.883546E+0	1.624835E+1	1.354327E-1
1.012000E+3	9.879954E+2	2.308170E+0	1.631330E+1	1.645730E-1
1.013000E+3	9.882074E+2	2.976952E+0	1.637338E+1	2.100856E-1
1.014000E+3	9.885757E+2	4.040615E+0	1.642306E+1	2.819682E-1
1.015000E+3	9.892811E+2	5.737674E+0	1.644992E+1	3.957621E-1
1.016000E+3	9.907379E+2	8.394878E+0	1.642573E+1	5.723071E-1
1.017000E+3	9.938257E+2	1.222754E+1	1.629125E+1	8.242305E-1
1.018000E+3	9.998851E+2	1.656699E+1	1.595746E+1	1.104854E+0
1.019000E+3	1.009215E+3	1.898962E+1	1.540659E+1	1.252511E+0
1.020000E+3	1.018911E+3	1.748694E+1	1.483360E+1	1.137821E+0
1.021000E+3	1.025723E+3	1.369445E+1	1.445240E+1	8.747517E-1
1.022000E+3	1.029539E+3	1.016232E+1	1.426768E+1	6.335779E-1
1.023000E+3	1.031608E+3	7.773943E+0	1.419609E+1	4.699217E-1
1.024000E+3	1.032855E+3	6.482248E+0	1.417747E+1	3.760416E-1
1.025000E+3	1.033776E+3	6.128485E+0	1.418068E+1	3.378347E-1
1.026000E+3	1.034663E+3	6.596977E+0	1.418839E+1	3.470137E-1
1.027000E+3	1.035754E+3	7.774199E+0	1.418743E+1	3.969725E-1
1.028000E+3	1.037311E+3	9.534771E+0	1.416396E+1	4.800912E-1
1.029000E+3	1.039644E+3	1.168516E+1	1.410190E+1	5.853752E-1
1.030000E+3	1.043034E+3	1.384523E+1	1.398651E+1	6.929603E-1
1.031000E+3	1.047512E+3	1.540492E+1	1.381545E+1	7.716171E-1
1.032000E+3	1.052619E+3	1.576301E+1	1.361110E+1	7.902730E-1
1.033000E+3	1.057518E+3	1.478027E+1	1.341538E+1	7.407575E-1
1.034000E+3	1.061519E+3	1.292258E+1	1.326364E+1	6.454736E-1
1.035000E+3	1.064431E+3	1.088384E+1	1.316612E+1	5.388544E-1
1.036000E+3	1.066455E+3	9.175008E+0	1.311342E+1	4.467878E-1
1.037000E+3	1.067900E+3	8.009872E+0	1.309032E+1	3.809299E-1
1.038000E+3	1.069024E+3	7.374562E+0	1.308391E+1	3.420327E-1
1.039000E+3	1.070001E+3	7.134399E+0	1.308547E+1	3.245701E-1
1.040000E+3	1.070933E+3	7.127831E+0	1.308978E+1	3.208486E-1
1.041000E+3	1.071872E+3	7.220775E+0	1.309409E+1	3.239333E-1
1.042000E+3	1.072837E+3	7.319592E+0	1.309725E+1	3.287598E-1
1.043000E+3	1.073826E+3	7.364859E+0	1.309922E+1	3.320334E-1
1.044000E+3	1.074822E+3	7.323039E+0	1.310068E+1	3.318211E-1
1.045000E+3	1.075799E+3	7.180763E+0	1.310271E+1	3.272251E-1
1.046000E+3	1.076732E+3	6.940783E+0	1.310649E+1	3.181556E-1
1.047000E+3	1.077597E+3	6.618109E+0	1.311309E+1	3.051350E-1
